"id","user_id","name","logo_id","sliders","address","facebook","google","twitter","youtube","slug","meta_title","meta_description","pick_up_point_id","shipping_cost","created_at","updated_at"
"376","405","InTimeTec Visionsoft Private Limited","711","\N","\N","\N","\N","\N","\N","demo-shop-405","\N","\N","\N","0","2021-03-04 12:39:41","2021-03-05 07:57:33"
"321","350","AAPAI TECHNOLOGIES LIMITED","720","\N","\N","\N","\N","\N","\N","demo-shop-350","\N","\N","\N","0","2021-03-04 12:21:28","2021-03-05 08:12:43"
"344","373","Cognate Global Business Solutions Pvt Ltd","722","\N","\N","\N","\N","\N","\N","demo-shop-373","\N","\N","\N","0","2021-03-04 12:29:06","2021-03-05 08:15:24"
"343","372","Checkbox Technology Pvt Ltd","828","\N","\N","\N","\N","\N","\N","demo-shop-372","\N","\N","\N","0","2021-03-04 12:28:48","2021-03-05 09:25:12"
"377","406","Ira Softwares","812","\N","\N","\N","\N","\N","\N","demo-shop-406","\N","\N","\N","0","2021-03-04 12:39:57","2021-03-05 09:13:52"
"371","400","Imaginnovate TechSolutions (India) Pvt Ltd","811","\N","\N","\N","\N","\N","\N","demo-shop-400","\N","\N","\N","0","2021-03-04 12:38:06","2021-03-05 09:13:37"
"333","362","Artibraino Private Limited","780","\N","\N","\N","\N","\N","\N","demo-shop-362","\N","\N","\N","0","2021-03-04 12:25:24","2021-03-05 09:01:21"
"351","380","DigiGyor","1886","\N","\N","\N","\N","\N","\N","demo-shop-380","\N","\N","\N","0","2021-03-04 12:31:24","2021-03-07 08:13:12"
"367","396","Gaurish Technologies Private Limited","1351","\N","\N","\N","\N","\N","\N","demo-shop-396","\N","\N","\N","0","2021-03-04 12:36:42","2021-03-05 22:41:53"
"355","384","Drubus Technologies Private Limited","868","\N","\N","\N","\N","\N","\N","demo-shop-384","\N","\N","\N","0","2021-03-04 12:32:47","2021-03-05 10:10:59"
"341","370","Calibehr Business Support Services Pvt Ltd","881","\N","\N","\N","\N","\N","\N","demo-shop-370","\N","\N","\N","0","2021-03-04 12:28:07","2021-03-05 10:19:31"
"327","356","Ahex Technologies Private Limited","890","\N","\N","\N","\N","\N","\N","demo-shop-356","\N","\N","\N","0","2021-03-04 12:23:29","2021-03-05 10:25:35"
"338","367","Braahmam Net Solutions","2451","\N","\N","\N","\N","\N","\N","demo-shop-367","\N","\N","\N","0","2021-03-04 12:27:04","2021-03-08 11:14:58"
"335","364","Atmax Technologies","956","\N","\N","\N","\N","\N","\N","demo-shop-364","\N","\N","\N","0","2021-03-04 12:26:03","2021-03-05 11:23:36"
"329","358","AirV Labs LLP","935","\N","\N","\N","\N","\N","\N","demo-shop-358","\N","\N","\N","0","2021-03-04 12:24:03","2021-03-05 11:06:53"
"365","394","Flair IT Solutions Pvt Ltd","1784","\N","\N","\N","\N","\N","\N","demo-shop-394","\N","\N","\N","0","2021-03-04 12:36:02","2021-03-06 11:23:06"
"362","391","EverestIMS Technologies Pvt Ltd","975","\N","\N","\N","\N","\N","\N","demo-shop-391","\N","\N","\N","0","2021-03-04 12:35:06","2021-03-05 11:51:22"
"353","382","Divsoft Solutions India Private Limited","1392","\N","\N","\N","\N","\N","\N","demo-shop-382","\N","\N","\N","0","2021-03-04 12:32:03","2021-03-06 04:36:08"
"347","376","CSM Technologies Pvt. Ltd.","1095","\N","\N","\N","\N","\N","\N","demo-shop-376","\N","\N","\N","0","2021-03-04 12:30:06","2021-03-05 13:45:50"
"363","392","Fi-es Systems Pvt Ltd","1155","\N","\N","\N","\N","\N","\N","demo-shop-392","\N","\N","\N","0","2021-03-04 12:35:23","2021-03-05 15:12:51"
"364","393","Finstep Asia Limited","1368","\N","\N","\N","\N","\N","\N","demo-shop-393","\N","\N","\N","0","2021-03-04 12:35:43","2021-03-06 03:52:48"
"348","377","Cybernexa Infotech Pvt Ltd.","1276","\N","\N","\N","\N","\N","\N","demo-shop-377","\N","\N","\N","0","2021-03-04 12:30:26","2021-03-05 17:30:37"
"357","386","ECO Tech  Software Pvt. Ltd.","1383","\N","\N","\N","\N","\N","\N","demo-shop-386","\N","\N","\N","0","2021-03-04 12:33:26","2021-03-06 04:20:45"
"374","403","AXONOTICS TECHNOLOGIES","\N","\N","\N","\N","\N","\N","\N","demo-shop-403","\N","\N","\N","0","2021-03-04 12:39:03","2021-03-04 12:39:03"
"352","381","DigiPrima Technologies","1738","\N","\N","\N","\N","\N","\N","demo-shop-381","\N","\N","\N","0","2021-03-04 12:31:42","2021-03-06 10:12:40"
"336","365","Batoi Systems Pvt Ltd","1920","\N","\N","\N","\N","\N","\N","demo-shop-365","\N","\N","\N","0","2021-03-04 12:26:23","2021-03-07 10:51:11"
"322","351","Aark Infosoft Pvt Ltd","1481","\N","\N","\N","\N","\N","\N","demo-shop-351","\N","\N","\N","0","2021-03-04 12:21:47","2021-03-06 06:11:48"
"324","353","Adapt Ideations Private Limited","1578","\N","\N","\N","\N","\N","\N","demo-shop-353","\N","\N","\N","0","2021-03-04 12:22:25","2021-03-06 07:13:42"
"375","404","Instaciti","1636","\N","\N","\N","\N","\N","\N","demo-shop-404","\N","\N","\N","0","2021-03-04 12:39:24","2021-03-06 08:51:17"
"359","388","Ekklavya Infosys","1787","\N","\N","\N","\N","\N","\N","demo-shop-388","\N","\N","\N","0","2021-03-04 12:34:04","2021-03-06 11:28:09"
"378","407","Ishanya Innovations Pvt. Ltd.","1852","\N","\N","\N","\N","\N","\N","demo-shop-407","\N","\N","\N","0","2021-03-04 12:40:15","2021-03-07 05:37:55"
"368","397","Goodbits Tech Pvt. Ltd.","2174","\N","\N","\N","\N","\N","\N","demo-shop-397","\N","\N","\N","0","2021-03-04 12:37:08","2021-03-08 07:08:34"
"350","379","Datalyca Technologies Private Limited","1984","\N","\N","\N","\N","\N","\N","demo-shop-379","\N","\N","\N","0","2021-03-04 12:31:04","2021-03-07 16:58:32"
"340","369","BUSY Infotech Pvt Ltd.","2147","\N","\N","\N","\N","\N","\N","demo-shop-369","\N","\N","\N","0","2021-03-04 12:27:46","2021-03-08 06:44:07"
"332","361","AM Webtech Pvt Ltd","2099","\N","\N","\N","\N","\N","\N","demo-shop-361","\N","\N","\N","0","2021-03-04 12:25:01","2021-03-08 05:49:57"
"342","371","CDN Software Solutions Pvt. Ltd","2108","\N","\N","\N","\N","\N","\N","demo-shop-371","\N","\N","\N","0","2021-03-04 12:28:27","2021-03-08 05:54:31"
"372","401","IndosoftConsultants","2408","\N","\N","\N","\N","\N","\N","demo-shop-401","\N","\N","\N","0","2021-03-04 12:38:22","2021-03-08 10:52:52"
"369","398","Hiteshi Infotech Private Limited","2229","\N","\N","\N","\N","\N","\N","demo-shop-398","\N","\N","\N","0","2021-03-04 12:37:29","2021-03-08 08:38:52"
"361","390","E-Tech Services Pvt. Ltd.","2456","\N","\N","\N","\N","\N","\N","demo-shop-390","\N","\N","\N","0","2021-03-04 12:34:45","2021-03-08 11:17:40"
"385","414","Navyug Infosolutions Pvt Ltd","\N","\N","\N","\N","\N","\N","\N","demo-shop-414","\N","\N","\N","0","2021-03-04 12:42:39","2021-03-04 12:42:39"
"390","419","NIDRA","\N","\N","\N","\N","\N","\N","\N","demo-shop-419","\N","\N","\N","0","2021-03-04 12:44:17","2021-03-04 12:44:17"
"392","421","NJC Labs Consulting and Services Private Limited","\N","\N","\N","\N","\N","\N","\N","demo-shop-421","\N","\N","\N","0","2021-03-04 12:44:57","2021-03-04 12:44:57"
"393","422","OCAC","\N","\N","\N","\N","\N","\N","\N","demo-shop-422","\N","\N","\N","0","2021-03-04 12:45:19","2021-03-04 12:45:19"
"396","425","Playpowerr Labs Private Limited","\N","\N","\N","\N","\N","\N","\N","demo-shop-425","\N","\N","\N","0","2021-03-04 12:46:17","2021-03-04 12:46:17"
"401","430","Radome Technologies and Services  Pvt. Ltd.","\N","\N","\N","\N","\N","\N","\N","demo-shop-430","\N","\N","\N","0","2021-03-04 12:47:51","2021-03-04 12:47:51"
"403","432","Red Spark Technologies","\N","\N","\N","\N","\N","\N","\N","demo-shop-432","\N","\N","\N","0","2021-03-04 12:48:29","2021-03-04 12:48:29"
"404","433","Reparo Private Limted Defence & Aerospace","\N","\N","\N","\N","\N","\N","\N","demo-shop-433","\N","\N","\N","0","2021-03-04 12:48:48","2021-03-04 12:48:48"
"406","435","SchoolsOnWeb","\N","\N","\N","\N","\N","\N","\N","demo-shop-435","\N","\N","\N","0","2021-03-04 12:49:28","2021-03-04 12:49:28"
"408","437","SenseGiz Technologies","\N","\N","\N","\N","\N","\N","\N","demo-shop-437","\N","\N","\N","0","2021-03-04 12:50:09","2021-03-04 12:50:09"
"410","439","SIERRA ODC Private Limited","\N","\N","\N","\N","\N","\N","\N","demo-shop-439","\N","\N","\N","0","2021-03-04 12:50:48","2021-03-04 12:50:48"
"413","442","Skyniche IBSS","\N","\N","\N","\N","\N","\N","\N","demo-shop-442","\N","\N","\N","0","2021-03-04 12:51:44","2021-03-04 12:51:44"
"417","446","Softcruise Technologies Pvt Ltd","\N","\N","\N","\N","\N","\N","\N","demo-shop-446","\N","\N","\N","0","2021-03-04 12:53:05","2021-03-04 12:53:05"
"421","450","TechieNest Pvt Ltd","\N","\N","\N","\N","\N","\N","\N","demo-shop-450","\N","\N","\N","0","2021-03-04 12:54:26","2021-03-04 12:54:26"
"422","451","Techlene Software Solutions Pvt. Ltd.","\N","\N","\N","\N","\N","\N","\N","demo-shop-451","\N","\N","\N","0","2021-03-04 12:54:49","2021-03-04 12:54:49"
"424","453","Tecziq Solutions","\N","\N","\N","\N","\N","\N","\N","demo-shop-453","\N","\N","\N","0","2021-03-04 12:55:29","2021-03-04 12:55:29"
"425","454","Terrah Technologies Private Limited","\N","\N","\N","\N","\N","\N","\N","demo-shop-454","\N","\N","\N","0","2021-03-04 12:55:52","2021-03-04 12:55:52"
"428","457","Unisoft Systems","\N","\N","\N","\N","\N","\N","\N","demo-shop-457","\N","\N","\N","0","2021-03-04 12:56:52","2021-03-04 12:56:52"
"430","459","Vani Tech Solution","\N","\N","\N","\N","\N","\N","\N","demo-shop-459","\N","\N","\N","0","2021-03-04 12:57:32","2021-03-04 12:57:32"
"432","461","Videolytical Systems Pvt Ltd","\N","\N","\N","\N","\N","\N","\N","demo-shop-461","\N","\N","\N","0","2021-03-04 12:58:13","2021-03-04 12:58:13"
"434","463","WebBee esolutions Private Limited","\N","\N","\N","\N","\N","\N","\N","demo-shop-463","\N","\N","\N","0","2021-03-04 12:58:53","2021-03-04 12:58:53"
"436","465","Yearbook Canvas Pvt. Ltd.","\N","\N","\N","\N","\N","\N","\N","demo-shop-465","\N","\N","\N","0","2021-03-04 12:59:29","2021-03-04 12:59:29"
"328","357","AI Square Global Solutions LLP","613","\N","\N","\N","\N","\N","\N","demo-shop-357","\N","\N","\N","0","2021-03-04 12:23:46","2021-03-05 06:30:03"
"431","460","Verdura Care Private Limited","842","\N","\N","\N","\N","\N","\N","demo-shop-460","\N","\N","\N","0","2021-03-04 12:57:52","2021-03-05 09:44:50"
"389","418","Nichi-In Software Solutions Pvt. Ltd.","849","\N","\N","\N","\N","\N","\N","demo-shop-418","\N","\N","\N","0","2021-03-04 12:43:59","2021-03-05 09:50:29"
"339","368","Business Gateways International India Pvt Ltd.","740","\N","\N","\N","\N","\N","\N","demo-shop-368","\N","\N","\N","0","2021-03-04 12:27:23","2021-03-05 08:24:46"
"386","415","Nectar Infotel Solutions Pvt. Ltd.","2016","\N","\N","\N","\N","\N","\N","demo-shop-415","\N","\N","\N","0","2021-03-04 12:42:57","2021-03-08 04:22:33"
"397","426","Plutomen Technologies Private Limited","839","\N","\N","\N","\N","\N","\N","demo-shop-426","\N","\N","\N","0","2021-03-04 12:46:36","2021-03-05 09:37:42"
"400","429","Radius EduTech","852","\N","\N","\N","\N","\N","\N","demo-shop-429","\N","\N","\N","0","2021-03-04 12:47:31","2021-03-05 09:56:55"
"420","449","Systematix Infotech Pvt Ltd","897","\N","\N","\N","\N","\N","\N","demo-shop-449","\N","\N","\N","0","2021-03-04 12:54:07","2021-03-05 10:38:57"
"415","444","smartSense Consulting Solutions Pvt. Ltd.","875","\N","\N","\N","\N","\N","\N","demo-shop-444","\N","\N","\N","0","2021-03-04 12:52:24","2021-03-05 10:17:07"
"402","431","Reality-Bit Pvt Ltd","1023","\N","\N","\N","\N","\N","\N","demo-shop-431","\N","\N","\N","0","2021-03-04 12:48:10","2021-03-05 12:42:21"
"433","462","Videonetics Technology Pvt. Ltd.","2202","\N","\N","\N","\N","\N","\N","demo-shop-462","\N","\N","\N","0","2021-03-04 12:58:34","2021-03-08 07:58:08"
"416","445","Sochtek India","912","\N","\N","\N","\N","\N","\N","demo-shop-445","\N","\N","\N","0","2021-03-04 12:52:45","2021-03-05 10:51:16"
"387","416","NeoSOFT Technologies","941","\N","\N","\N","\N","\N","\N","demo-shop-416","\N","\N","\N","0","2021-03-04 12:43:16","2021-03-05 11:13:35"
"412","441","Sjain Ventures Limited","979","\N","\N","\N","\N","\N","\N","demo-shop-441","\N","\N","\N","0","2021-03-04 12:51:25","2021-03-05 11:59:50"
"394","423","Octaware Information Technologies Pvt. Ltd.","1113","\N","\N","\N","\N","\N","\N","demo-shop-423","\N","\N","\N","0","2021-03-04 12:45:39","2021-03-05 14:09:02"
"443","479","Quocent","2384","\N","\N","\N","\N","\N","\N","demo-shop-479","\N","\N","\N","0","2021-03-06 05:15:02","2021-03-08 10:37:37"
"440","473","INVENSOFT TECHNOLOGIES PRIVATE LIMITED","1520","\N","\N","\N","\N","\N","\N","demo-shop-473","\N","\N","\N","0","2021-03-05 11:35:14","2021-03-06 06:30:14"
"426","455","The Miiint Solutions","1205","\N","\N","\N","\N","\N","\N","demo-shop-455","\N","\N","\N","0","2021-03-04 12:56:13","2021-03-05 16:07:26"
"429","458","UVJ Technologies (P) Ltd, (Calpine Group Company)","1131","\N","\N","\N","\N","\N","\N","demo-shop-458","\N","\N","\N","0","2021-03-04 12:57:12","2021-03-05 14:32:05"
"437","470","samarjeet@supremeinv.com","1790","\N","\N","\N","\N","\N","\N","demo-shop-470","\N","\N","\N","0","2021-03-05 11:32:24","2021-03-06 11:42:37"
"419","448","Squirrel Softech Services Pvt Ltd","1473","\N","\N","\N","\N","\N","\N","demo-shop-448","\N","\N","\N","0","2021-03-04 12:53:49","2021-03-06 06:08:36"
"409","438","Shivaami Cloud Services Private Limited","1173","\N","\N","\N","\N","\N","\N","demo-shop-438","\N","\N","\N","0","2021-03-04 12:50:29","2021-03-05 15:25:58"
"427","456","ThinkPalm Technologies Pvt. Ltd.","1190","\N","\N","\N","\N","\N","\N","demo-shop-456","\N","\N","\N","0","2021-03-04 12:56:32","2021-03-05 15:46:06"
"405","434","Rooh Technology","1253","\N","\N","\N","\N","\N","\N","demo-shop-434","\N","\N","\N","0","2021-03-04 12:49:08","2021-03-05 17:09:26"
"414","443","SMART SENTRY AI INDIA PRIVATE LIMITED","1343","\N","\N","\N","\N","\N","\N","demo-shop-443","\N","\N","\N","0","2021-03-04 12:52:03","2021-03-05 20:26:52"
"388","417","Newput Infotech Pvt Ltd","1443","\N","\N","\N","\N","\N","\N","demo-shop-417","\N","\N","\N","0","2021-03-04 12:43:35","2021-03-06 05:43:08"
"399","428","Prospecta Technologies India Pvt Ltd","1382","\N","\N","\N","\N","\N","\N","demo-shop-428","\N","\N","\N","0","2021-03-04 12:47:13","2021-03-06 04:19:37"
"442","478","NETTANTRA","\N","\N","\N","\N","\N","\N","\N","demo-shop-478","\N","\N","\N","0","2021-03-06 05:13:58","2021-03-06 05:13:58"
"444","480","WEAVERBIRD ENGINEERING & TECHNOLOGY PVT. LTD","\N","\N","\N","\N","\N","\N","\N","demo-shop-480","\N","\N","\N","0","2021-03-06 05:15:50","2021-03-06 05:15:50"
"445","481","AABSyS","\N","\N","\N","\N","\N","\N","\N","demo-shop-481","\N","\N","\N","0","2021-03-06 05:16:44","2021-03-06 05:16:44"
"398","427","PROCESS MASTER TECHNOLOGIES PVT LTD","1774","\N","\N","\N","\N","\N","\N","demo-shop-427","\N","\N","\N","0","2021-03-04 12:46:55","2021-03-06 10:55:10"
"435","464","WORLD1 Solutions","1483","\N","\N","\N","\N","\N","\N","demo-shop-464","\N","\N","\N","0","2021-03-04 12:59:11","2021-03-06 06:13:16"
"438","471","RMgX Technologies","2457","\N","\N","\N","\N","\N","\N","demo-shop-471","\N","\N","\N","0","2021-03-05 11:33:30","2021-03-08 11:18:07"
"366","395","Futops Technologies India Pvt Ltd","1909","\N","\N","\N","\N","\N","\N","demo-shop-395","\N","\N","\N","0","2021-03-04 12:36:23","2021-03-07 09:34:19"
"391","420","Nippon Data Systems Ltd.","1947","\N","\N","\N","\N","\N","\N","demo-shop-420","\N","\N","\N","0","2021-03-04 12:44:36","2021-03-07 12:57:39"
"439","472","XTEND TECHNOLOGIES","2058","\N","\N","\N","\N","\N","\N","demo-shop-472","\N","\N","\N","0","2021-03-05 11:34:22","2021-03-08 04:59:31"
"423","452","TechnoPurple On-Field-Workforce-Tracking APP","\N","\N","\N","\N","\N","\N","\N","demo-shop-452","\N","\N","\N","0","2021-03-04 12:55:10","2021-03-04 12:55:10"
"407","436","Security Software & Solutions LLP","2416","\N","\N","\N","\N","\N","\N","demo-shop-436","\N","\N","\N","0","2021-03-04 12:49:49","2021-03-08 10:57:01"
"441","477","LEMOSYS Infotech Pvt. Ltd","2368","\N","\N","\N","\N","\N","\N","demo-shop-477","\N","\N","\N","0","2021-03-06 05:13:03","2021-03-08 10:29:50"
"395","424","Office Beacon Administrative Services Pvt. Ltd.","2544","\N","\N","\N","\N","\N","\N","demo-shop-424","\N","\N","\N","0","2021-03-04 12:45:57","2021-03-08 12:51:56"
"411","440","Simplibot","1414","\N","\N","\N","\N","\N","\N","demo-shop-440","\N","\N","\N","0","2021-03-04 12:51:07","2021-03-06 05:24:03"
"334","363","Assam Electronics Development Corporation Ltd","1840","\N","\N","\N","\N","\N","\N","demo-shop-363","\N","\N","\N","0","2021-03-04 12:25:47","2021-03-06 15:21:21"
"446","482","INVINCIX SOLUTIONS PRIVATE LIMITED","2168","\N","\N","\N","\N","\N","\N","demo-shop-482","\N","\N","\N","0","2021-03-06 05:17:22","2021-03-08 07:01:51"
"418","447","Software Associates Information Technologies Pvt Ltd","2187","\N","\N","\N","\N","\N","\N","demo-shop-447","\N","\N","\N","0","2021-03-04 12:53:30","2021-03-08 07:24:40"
"447","535","AUROIN","\N","\N","\N","\N","\N","\N","\N","demo-shop-535","\N","\N","\N","0","2021-03-08 07:34:16","2021-03-08 07:34:16"
"448","545","OCTA work","2281","\N","\N","\N","\N","\N","\N","demo-shop-545","\N","\N","\N","0","2021-03-08 07:35:36","2021-03-08 09:52:07"
"449","1983","NIC-NICSI (Govt of India Enterprise)","\N","\N","\N","\N","\N","\N","\N","demo-shop-1983","\N","\N","\N","0","2021-03-08 12:18:04","2021-03-08 12:18:04"
"450","1984","KARZAM TECHNOLOGIES PRIVATE LIMITED","\N","\N","\N","\N","\N","\N","\N","demo-shop-1984","\N","\N","\N","0","2021-03-08 12:19:08","2021-03-08 12:19:08"
"451","1985","HEPTA INFOTECH SERVICES LLP","\N","\N","\N","\N","\N","\N","\N","demo-shop-1985","\N","\N","\N","0","2021-03-08 12:20:00","2021-03-08 12:20:00"
